path,frequency,class,class_idx,subject,source_file,original_path,original_split,input_manifest_split,original_class_idx,recording_id,sha256
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837114.png,10GHz,Away,0,ua_0010,06060010_1573837114.png,dataset/val/10GHz/Away/06060010_1573837114.png,val,train,0,ua_0010|Away|1573837114,f8409d55370ae7199ca6c175e63294362057665219664ecfaee6796f0a01889c
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837135.png,10GHz,Away,0,ua_0010,06060010_1573837135.png,dataset/val/10GHz/Away/06060010_1573837135.png,val,train,0,ua_0010|Away|1573837135,1f98ec5c35c14d67e66c6f0861b10e3259a21d5c9d1cfb535a3cca786027fb11
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837157.png,10GHz,Away,0,ua_0010,06060010_1573837157.png,dataset/val/10GHz/Away/06060010_1573837157.png,val,train,0,ua_0010|Away|1573837157,dbf51a854ea650c1593ffedce896cabad27a383a35af9f9af870a3d8141d0178
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837204.png,10GHz,Away,0,ua_0010,06060010_1573837204.png,dataset/val/10GHz/Away/06060010_1573837204.png,val,train,0,ua_0010|Away|1573837204,a150f0f7fe7859be6862fde9fdcc7c8db444c3112caafe0b0ed50f8e3b865d8f
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837254.png,10GHz,Away,0,ua_0010,06060010_1573837254.png,dataset/val/10GHz/Away/06060010_1573837254.png,val,train,0,ua_0010|Away|1573837254,c07aebdf2fd26ea5e874b6638778935f4aa6a0536dbcb964728a47e878cab9b2
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837305.png,10GHz,Away,0,ua_0010,06060010_1573837305.png,dataset/val/10GHz/Away/06060010_1573837305.png,val,train,0,ua_0010|Away|1573837305,8d1b4907da328e4ab117233c0f712767aa1fa381d9d0c132ae68f8ef7b7d6ac0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060010_1573837370.png,10GHz,Away,0,ua_0010,06060010_1573837370.png,dataset/val/10GHz/Away/06060010_1573837370.png,val,train,0,ua_0010|Away|1573837370,ff524961e5f6c69e02c1604afba94c6deca9ef2d30ec51f298e2273f7b152066
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060014_1574696344.png,10GHz,Away,0,ua_0014,06060014_1574696344.png,dataset/train/10GHz/Away/06060014_1574696344.png,train,train,0,ua_0014|Away|1574696344,7593185c9bbfa7a74a24af8e80b6002a550170328f11f1a5733c53acb261697d
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060014_1574696370.png,10GHz,Away,0,ua_0014,06060014_1574696370.png,dataset/train/10GHz/Away/06060014_1574696370.png,train,train,0,ua_0014|Away|1574696370,0eae7700f61f9acf54a096fa9c7f15ecc44f95169cd4ee16d73e9fe6fd93c49b
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060014_1574696394.png,10GHz,Away,0,ua_0014,06060014_1574696394.png,dataset/train/10GHz/Away/06060014_1574696394.png,train,train,0,ua_0014|Away|1574696394,41a72a0a4965d8e3cbd648ed1cf13f15f4c8364512a61978b219d863ddc28d44
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060014_1574696433.png,10GHz,Away,0,ua_0014,06060014_1574696433.png,dataset/train/10GHz/Away/06060014_1574696433.png,train,train,0,ua_0014|Away|1574696433,4a3bcc5c47ed3baeb6d4b5c8d73d696d38fa22cdbb40d9a3469038cb7fd755a1
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060014_1574696452.png,10GHz,Away,0,ua_0014,06060014_1574696452.png,dataset/train/10GHz/Away/06060014_1574696452.png,train,train,0,ua_0014|Away|1574696452,992dc710ffb7a8e9793ba0222c7313ca1174a61c1840b21fc66e2cc77b8203e1
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060014_1574696470.png,10GHz,Away,0,ua_0014,06060014_1574696470.png,dataset/train/10GHz/Away/06060014_1574696470.png,train,train,0,ua_0014|Away|1574696470,434ba938dbb3603b9b8fb2e8e26525250e08c8f5f088651babf90ef4c0092abf
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574114751.png,10GHz,Away,0,ua_0029,06060029_1574114751.png,dataset/train/10GHz/Away/06060029_1574114751.png,train,train,0,ua_0029|Away|1574114751,5f80e19aa80d1593ed50ad1dcc3a9c7b50007613ba20dc01511f1ef179b3c90c
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574114770.png,10GHz,Away,0,ua_0029,06060029_1574114770.png,dataset/train/10GHz/Away/06060029_1574114770.png,train,train,0,ua_0029|Away|1574114770,295450b26be61bd6196d70c046d0181a08f5b413a7f743953049788c6a0d5603
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574114809.png,10GHz,Away,0,ua_0029,06060029_1574114809.png,dataset/train/10GHz/Away/06060029_1574114809.png,train,train,0,ua_0029|Away|1574114809,eaac4710ac7e74d1fed69e35a12941c7b97983f506fac870ca0a3d42aee8bceb
