path,frequency,class,class_idx,subject,source_file,original_path,original_split,input_manifest_split,original_class_idx,recording_id,sha256
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837114_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837114_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837114_Raw_0.png,test,test,0,ua_0010|Away|1573837114,ba8e289e3f63ab826eca3ff3a129a399f556bb3c8ce9aeb99d244a695713257c
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837135_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837135_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837135_Raw_0.png,test,test,0,ua_0010|Away|1573837135,ff447acf0a87e3de299127490b11bbd6ddf278875284f6e3261da40a6a7369aa
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837157_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837157_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837157_Raw_0.png,test,test,0,ua_0010|Away|1573837157,52e490e4f6398d2a2785c34d366a3cb8a19b11c031956707dd8049c4943703d3
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837181_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837181_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837181_Raw_0.png,test,test,0,ua_0010|Away|1573837181,d9c49fe1abb4e970b0021bf4cf87eaa0479002a1003a9b2a5f32e85ccc791eb9
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837204_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837204_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837204_Raw_0.png,test,test,0,ua_0010|Away|1573837204,44c8a4aec67b5a0089036637cc78dbc0bd3defe0cbadbdb2ba8a664fe528bb0e
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837254_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837254_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837254_Raw_0.png,test,test,0,ua_0010|Away|1573837254,5b4e43073726e64a97b092bc6f72d6c8d405ade35a4d0f945cc9a22fe2c940c7
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837276_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837276_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837276_Raw_0.png,test,test,0,ua_0010|Away|1573837276,a68b37a991df5e7ec12b2ceca1fc78d603d313611aeafb9209fbf92288792b53
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060010_1573837370_Raw_0.png,77GHz,Away,0,ua_0010,04060010_1573837370_Raw_0.png,dataset/test/77GHz/Away/04060010_1573837370_Raw_0.png,test,test,0,ua_0010|Away|1573837370,bf3c08ba36a49a0fb5d73333511779596940ccb9150d9a89711817390574f0bc
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060014_1574696370_Raw_0.png,77GHz,Away,0,ua_0014,04060014_1574696370_Raw_0.png,dataset/test/77GHz/Away/04060014_1574696370_Raw_0.png,test,test,0,ua_0014|Away|1574696370,a6cb882c4ca1ac46de4915c23cf6e27cd2a42bf8b6dba571ef57a80f4d285125
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060014_1574696394_Raw_0.png,77GHz,Away,0,ua_0014,04060014_1574696394_Raw_0.png,dataset/test/77GHz/Away/04060014_1574696394_Raw_0.png,test,test,0,ua_0014|Away|1574696394,9f8fb6b5b3113020b136c30ca39a01ae4022ea24775178ee45589df27e789d1f
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060014_1574696433_Raw_0.png,77GHz,Away,0,ua_0014,04060014_1574696433_Raw_0.png,dataset/test/77GHz/Away/04060014_1574696433_Raw_0.png,test,test,0,ua_0014|Away|1574696433,d97440f256e324c4e9986b8dc95eacc6bd81eee19cc90c5f978e0fddc4ab1d75
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060014_1574696452_Raw_0.png,77GHz,Away,0,ua_0014,04060014_1574696452_Raw_0.png,dataset/test/77GHz/Away/04060014_1574696452_Raw_0.png,test,test,0,ua_0014|Away|1574696452,2382f080e50a2ea6e34b0128aa97504d08c42b584a7bc0b94d5f4bc252cbd590
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060014_1574696470_Raw_0.png,77GHz,Away,0,ua_0014,04060014_1574696470_Raw_0.png,dataset/test/77GHz/Away/04060014_1574696470_Raw_0.png,test,test,0,ua_0014|Away|1574696470,7c71793fb094c58494ed1eec5ddad41d95b2233e2f299d2591edd500cbdb9c9a
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060014_1574696490_Raw_0.png,77GHz,Away,0,ua_0014,04060014_1574696490_Raw_0.png,dataset/test/77GHz/Away/04060014_1574696490_Raw_0.png,test,test,0,ua_0014|Away|1574696490,a5e3e533066f26ff839485b94a0e0cd6c1b1870888f6d01df42d3d20615f0f3c
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060029_1574114705_Raw_0.png,77GHz,Away,0,ua_0029,04060029_1574114705_Raw_0.png,dataset/test/77GHz/Away/04060029_1574114705_Raw_0.png,test,test,0,ua_0029|Away|1574114705,1067a1e7f8f5fb7761b56e3b7f3a8edcfcf5e6838071d056d46a9a02d8689726
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060029_1574114725_Raw_0.png,77GHz,Away,0,ua_0029,04060029_1574114725_Raw_0.png,dataset/test/77GHz/Away/04060029_1574114725_Raw_0.png,test,test,0,ua_0029|Away|1574114725,35a80df7066440afb87cd7f402e21f94861979ff76cba5a369bf5c856f2776b4
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060029_1574114751_Raw_0.png,77GHz,Away,0,ua_0029,04060029_1574114751_Raw_0.png,dataset/test/77GHz/Away/04060029_1574114751_Raw_0.png,test,test,0,ua_0029|Away|1574114751,4c44fb04312c7bf330a974cc8fdeced18d36a4fb78a9755771a6cf0f724e0cd4
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060029_1574114770_Raw_0.png,77GHz,Away,0,ua_0029,04060029_1574114770_Raw_0.png,dataset/test/77GHz/Away/04060029_1574114770_Raw_0.png,test,test,0,ua_0029|Away|1574114770,ef9e038e1b7dd915f6f00043f41a2e7ddd7733059b69c73002cf7fccdcc5ca62
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060029_1574114789_Raw_0.png,77GHz,Away,0,ua_0029,04060029_1574114789_Raw_0.png,dataset/test/77GHz/Away/04060029_1574114789_Raw_0.png,test,test,0,ua_0029|Away|1574114789,e193c6d45ef412e46d2ec49c76864f83de450d6c652a6db41497aa4a02fbd4b7
tasks/known_people_unknown_freq/dataset/test/77GHz/Away/04060029_1574114809_Raw_0.png,77GHz,Away,0,ua_0029,04060029_1574114809_Raw_0.png,dataset/test/77GHz/Away/04060029_1574114809_Raw_0.png,test,test,0,ua_0029|Away|1574114809,4b3c0540b1a017626cd7b6abb06b40c9c71c8966e6caf85e847d9b206c2c9fe3
