frequency,split,class_id,class_name,source_file
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060010_1573837305.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060014_1574696344.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060014_1574696490.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060010_1573837135.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574627039.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574457136.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574114867.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574627068.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060010_1573837181.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060010_1573837276.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574456948.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574627087.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574457095.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574114809.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574194202.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574457052.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574457074.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060111_1550866081.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574194298.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574457011.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574114770.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574114829.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060010_1573837370.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060118_1550693431.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060029_1574626995.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060030_1574194391.png
10GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/10GHz/Away/06060010_1573837254.png
