path,frequency,class,split,subject,provenance_manifest,provenance_row,class_idx_7c,freq_idx,file_sha256
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/walkto13_DS.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,2,0,0,1897f9bf6d6baf238d901693955014f9d5200f10fb631cc64743fa87ed5cbb80
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/swalking11_DS.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,3,0,0,dc0893e807d43c93259286669f87a86955cd2066f2f87118aaf1b1e616ee3268
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/01060014_1574696370_Spec.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,4,0,0,c66582634e1184c49eee223a3a34a6547d34b73c0ed7937762d97343b9f04031
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/01060030_1574456989_Spec.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,5,0,0,0648254dbf0bce39110e31aaf33d5ba650a0eb2afa1b3e4f574b5ad5d04c63c5
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/hwalk5_DS.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,6,0,0,efe49e1c1f89dc89f3125802ffc38432d0efe3b993906296670b05b9eaa53ed1
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/01060030_1574194249_Spec.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,7,0,0,076b2cd37e31dc8cf5c6343bbede3926987237ffd660c567fdc61effb0eb3e1e
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/01060029_1574114809_Spec.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,8,0,0,432a9396f598839f1d4df3cc636a2c0329fc6d34f36aae72a4c048a1b0364d51
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/zwalk4_DS.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,9,0,0,729c9e38c920f18f0e47db946ed3b58a519ba34836971478f409c650b53c7f61
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/zwalk8_DS.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,10,0,0,0aed95e9a28f5291b5df2c199ee98ed0353fd82d03c5e6952e6c4310fc2c87b4
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/01060010_1573837370_Spec.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,11,0,0,5b4f3e6617abb04a0bdf4d6dc4ad52b4c08f435cac3b722f6ab12ccb4fa23234
/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/24GHz/Away/01060030_1574457116_Spec.png,24GHz,Away,train,,/scratch/st-zliu-1/heqingz/CrossCarrier_Core6_FullSuite_20260924/manifests/core6_source/24GHz.csv,12,0,0,4ede092752aaa35c86ad4d855cfbd0d7213460f67bef0b42a8fbc607f4fdd871
